Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
6/4/2021;12:00;0,4;0,32;8;33;21;13,88;Muy bueno / Oso ona;11,33;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
6/4/2021;11:00;0,35;0,31;5;25;18;14,13;Muy bueno / Oso ona;11,46;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
6/4/2021;10:00;0,33;0,31;5;21;14;14,42;Muy bueno / Oso ona;11,33;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
6/4/2021;9:00;0,31;0,31;6;27;19;14,5;Muy bueno / Oso ona;11,21;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
6/4/2021;8:00;0,31;0,31;5;27;20;14,5;Muy bueno / Oso ona;11,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
6/4/2021;7:00;0,3;0,31;6;36;26;14,25;Muy bueno / Oso ona;11,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
6/4/2021;6:00;0,3;0,31;2;22;20;14,04;Muy bueno / Oso ona;11,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
6/4/2021;5:00;0,33;0,31;9;37;23;14;Muy bueno / Oso ona;11;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
6/4/2021;4:00;0,3;0,33;1;18;17;14;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
6/4/2021;3:00;0,3;0,35;0;4;4;14,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
6/4/2021;2:00;0,31;0,37;0;9;9;14,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
6/4/2021;1:00;0,31;0,39;0;6;6;14,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;24:00:00;0,32;0,4;0;9;9;14,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;23:00;0,32;0,4;0;9;9;13,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;22:00;0,33;0,39;0;11;10;13,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;21:00;0,35;0,38;2;15;12;13,42;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;20:00;0,43;0,36;3;20;16;13,25;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;19:00;0,45;0,33;3;18;14;13,21;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;18:00;0,47;0,32;3;15;11;13,21;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;17:00;0,44;0,3;2;12;10;13;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;16:00;0,38;0,29;2;12;9;12,75;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;15:00;0,3;0,28;2;11;8;12,58;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;14:00;0,27;0,28;2;10;7;12,71;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;13:00;0,24;0,29;3;11;8;12,79;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;12:00;0,22;0,29;2;10;8;12,88;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;11:00;0,28;0,29;4;18;12;12,96;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;10:00;0,36;0,29;4;17;11;12,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;9:00;0,35;0,28;6;22;13;13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;8:00;0,29;0,28;8;30;18;13,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;7:00;0,28;0,28;5;22;15;13,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;6:00;0,26;0,28;2;13;11;13,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;5:00;0,27;0,28;1;10;8;13,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;4:00;0,25;0,29;0;8;8;13,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;3:00;0,3;0,3;0;12;12;13,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;2:00;0,28;0,31;0;9;9;14,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
5/4/2021;1:00;0,29;0,31;0;10;9;14,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
4/4/2021;24:00:00;0,3;0,31;0;8;8;14,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
4/4/2021;23:00;0,29;0,3;0;10;10;14,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
4/4/2021;22:00;0,29;0,3;1;7;6;14,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
4/4/2021;21:00;0,3;0,29;1;9;8;15;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
4/4/2021;20:00;0,34;0,28;4;19;13;15,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
4/4/2021;19:00;0,36;0,28;4;17;11;15,71;Muy bueno / Oso ona;11,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;18:00;0,33;0,28;2;12;9;16,08;Muy bueno / Oso ona;11,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;17:00;0,27;0,28;2;12;8;16,5;Muy bueno / Oso ona;11,38;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;16:00;0,24;0,29;2;10;7;17;Muy bueno / Oso ona;11,54;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;15:00;0,26;0,3;2;10;7;17,42;Muy bueno / Oso ona;11,63;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;14:00;0,25;0,31;2;8;5;17,83;Muy bueno / Oso ona;11,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;13:00;0,25;0,31;4;14;8;18,17;Muy bueno / Oso ona;11,88;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;12:00;0,28;0,31;3;13;8;18,46;Muy bueno / Oso ona;11,92;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;11:00;0,33;0,3;3;14;10;18,96;Muy bueno / Oso ona;11,96;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;10:00;0,35;0,3;3;14;9;19,42;Muy bueno / Oso ona;11,92;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;9:00;0,35;0,28;4;16;10;19,54;Muy bueno / Oso ona;12,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;8:00;0,31;0,28;1;12;10;19,75;Muy bueno / Oso ona;12,54;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;7:00;0,3;0,27;2;15;13;;Sin datos / Daturik gabe;13,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;6:00;0,28;0,27;0;6;6;;Sin datos / Daturik gabe;13,75;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;5:00;0,28;0,27;0;6;6;21,71;Bueno / Ona;14,33;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;4:00;0,28;0,27;0;4;4;22,58;Bueno / Ona;14,96;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;3:00;0,27;0,28;0;3;3;23,54;Bueno / Ona;15,46;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;2:00;0,27;0,29;0;4;4;24,08;Bueno / Ona;15,83;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
4/4/2021;1:00;0,26;0,31;0;5;4;24,5;Bueno / Ona;16,17;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;24:00:00;0,27;0,32;0;4;4;25,13;Bueno / Ona;16,5;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;23:00;0,28;0,33;0;4;4;25,54;Bueno / Ona;16,75;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;22:00;0,28;0,35;0;4;4;25,79;Bueno / Ona;17,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;21:00;0,28;0,35;1;8;6;26,04;Bueno / Ona;17,42;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;20:00;0,31;0,35;3;16;11;26,67;Bueno / Ona;17,88;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;19:00;0,34;0,36;4;22;15;27,33;Bueno / Ona;18,46;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;18:00;0,36;0,37;4;19;13;28,08;Bueno / Ona;18,92;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;17:00;0,38;0,37;3;13;8;28,71;Bueno / Ona;19,33;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;16:00;0,4;0,36;3;11;7;29,33;Bueno / Ona;19,83;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;15:00;0,4;0,35;3;11;7;29,96;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;14:00;0,32;0,35;3;13;8;30,29;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;13:00;0,32;0,36;6;18;10;30,5;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;12:00;0,38;0,35;5;20;12;30,42;Bueno / Ona;21,04;Regular / Erregularra;1;Muy bueno / Oso ona;Regular / Erregularra
3/4/2021;11:00;0,39;0,34;6;22;13;29,79;Bueno / Ona;21,33;Regular / Erregularra;1;Muy bueno / Oso ona;Regular / Erregularra
3/4/2021;10:00;0,37;0,33;6;23;14;29,29;Bueno / Ona;21,46;Regular / Erregularra;1;Muy bueno / Oso ona;Regular / Erregularra
3/4/2021;9:00;0,36;0,32;4;18;12;29,21;Bueno / Ona;21,21;Regular / Erregularra;1;Muy bueno / Oso ona;Regular / Erregularra
3/4/2021;8:00;0,34;0,32;4;17;12;29,17;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;7:00;0,33;0,31;3;20;15;28,83;Bueno / Ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;6:00;0,34;0,31;2;13;9;28,29;Bueno / Ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;5:00;0,34;0,31;1;9;7;27,42;Bueno / Ona;19,63;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;4:00;0,31;0,32;1;7;6;26,54;Bueno / Ona;19,21;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;3:00;0,3;0,33;0;6;6;25,71;Bueno / Ona;19,04;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;2:00;0,3;0,34;0;5;5;25,25;Bueno / Ona;18,96;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
3/4/2021;1:00;0,3;0,35;1;7;5;24,79;Bueno / Ona;19;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;24:00:00;0,31;0,35;1;7;6;24,33;Bueno / Ona;19,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;23:00;0,31;0,35;0;4;4;24,13;Bueno / Ona;19,25;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;22:00;0,32;0,35;0;5;5;24,17;Bueno / Ona;19,42;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;21:00;0,34;0,33;2;9;6;24,21;Bueno / Ona;19,42;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;20:00;0,37;0,31;3;14;9;23,71;Bueno / Ona;19,29;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;19:00;0,4;0,27;3;12;8;22,96;Bueno / Ona;19;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;18:00;0,39;0,24;2;10;7;22,38;Bueno / Ona;18,54;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;17:00;0,35;0,22;2;10;8;21,71;Bueno / Ona;17,83;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;16:00;0,33;0,22;3;14;10;;Sin datos / Daturik gabe;17,17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;15:00;0,3;0,24;3;13;8;;Sin datos / Daturik gabe;16,63;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;14:00;0,24;0,25;1;9;7;19,38;Muy bueno / Oso ona;16,17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;13:00;0,22;0,26;4;15;10;19;Muy bueno / Oso ona;15,92;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;12:00;0,09;0,28;2;12;8;18,75;Muy bueno / Oso ona;15,88;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;11:00;0,09;0,31;2;13;10;18,83;Muy bueno / Oso ona;15,63;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;10:00;0,19;0,33;3;19;15;18,83;Muy bueno / Oso ona;15,42;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;9:00;0,32;0,34;6;30;21;18,71;Muy bueno / Oso ona;15,38;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;8:00;0,44;0,34;11;55;38;18,38;Muy bueno / Oso ona;15,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;7:00;0,33;0,32;4;37;32;17,92;Muy bueno / Oso ona;15,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;6:00;0,35;0,33;2;29;27;17,71;Muy bueno / Oso ona;14,92;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;5:00;0,31;0,34;1;15;15;17,58;Muy bueno / Oso ona;14,75;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;4:00;0,3;0,35;0;12;12;17,42;Muy bueno / Oso ona;14,58;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;3:00;0,31;0,36;0;15;15;17,17;Muy bueno / Oso ona;14,38;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;2:00;0,33;0,36;0;19;19;16,88;Muy bueno / Oso ona;14,21;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
2/4/2021;1:00;0,34;0,36;0;20;20;16,71;Muy bueno / Oso ona;13,88;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;24:00:00;0,36;0,36;0;24;24;16,58;Muy bueno / Oso ona;13,54;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;23:00;0,36;0,36;1;28;28;16,42;Muy bueno / Oso ona;13,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;22:00;0,39;0,35;1;45;45;15,96;Muy bueno / Oso ona;13,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;21:00;0,4;0,34;2;42;40;15,75;Muy bueno / Oso ona;13,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;20:00;0,4;0,32;5;40;33;15,79;Muy bueno / Oso ona;12,96;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;19:00;0,35;0,31;3;26;22;16,13;Muy bueno / Oso ona;12,96;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;18:00;0,32;0,3;3;20;16;16,42;Muy bueno / Oso ona;13,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;17:00;0,34;0,3;2;20;17;16,83;Muy bueno / Oso ona;13,38;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;16:00;0,34;0,29;3;18;13;17;Muy bueno / Oso ona;13,46;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;15:00;0,32;0,28;0;5;5;17;Muy bueno / Oso ona;13,5;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;14:00;0,32;0,28;1;8;6;17,17;Muy bueno / Oso ona;13,67;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;13:00;0,3;0,27;1;8;6;17,29;Muy bueno / Oso ona;13,75;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;12:00;0,25;0,26;1;9;7;17,46;Muy bueno / Oso ona;13,88;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;11:00;0,22;0,26;1;9;6;17,67;Muy bueno / Oso ona;14,13;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;10:00;0,29;0,26;1;13;12;17,83;Muy bueno / Oso ona;14,38;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;9:00;0,32;0,25;2;14;11;18;Muy bueno / Oso ona;14,5;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;8:00;0,27;0,25;2;14;11;18,25;Muy bueno / Oso ona;14,63;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;7:00;0,28;0,24;1;25;24;18,75;Muy bueno / Oso ona;14,88;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;6:00;0,25;0,24;0;14;14;19,13;Muy bueno / Oso ona;15,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;5:00;0,23;0,25;1;6;6;19,46;Muy bueno / Oso ona;15,33;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;4:00;0,23;0,26;0;5;4;19,75;Muy bueno / Oso ona;15,5;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;3:00;0,23;0,28;0;2;2;;Sin datos / Daturik gabe;15,71;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;2:00;0,23;0,3;0;2;2;;Sin datos / Daturik gabe;15,83;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
1/4/2021;1:00;0,25;0,32;0;2;2;;Sin datos / Daturik gabe;16,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;24:00:00;0,27;0,31;0;3;3;21,29;Bueno / Ona;16,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;23:00;0,26;0,31;0;4;4;21,58;Bueno / Ona;17,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;22:00;0,26;0,31;0;4;4;22;Bueno / Ona;17,33;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;21:00;0,29;0,29;1;12;10;22,46;Bueno / Ona;17,46;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;20:00;0,37;0,27;5;24;17;23;Bueno / Ona;17,71;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;19:00;0,39;0,25;4;29;24;23,38;Bueno / Ona;17,83;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;18:00;0,37;0,23;3;20;16;23,5;Bueno / Ona;17,92;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;17:00;0,27;0,22;1;12;11;23,58;Bueno / Ona;18,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;16:00;0,26;0,23;2;13;10;24,04;Bueno / Ona;18,46;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;15:00;0,26;0,24;3;14;9;24,54;Bueno / Ona;18,88;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;14:00;0,18;0,24;2;12;8;24,88;Bueno / Ona;19,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;13:00;0,18;0,26;2;14;11;25,13;Bueno / Ona;19,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;12:00;0,2;0,26;2;17;14;25,33;Bueno / Ona;19,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;11:00;0,21;0,27;3;15;11;25,63;Bueno / Ona;19,29;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;10:00;0,23;0,27;3;21;16;25,88;Bueno / Ona;19,42;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;9:00;0,3;0,27;4;23;17;26;Bueno / Ona;19,54;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;8:00;0,31;0,27;6;55;46;26,04;Bueno / Ona;19,67;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;7:00;0,31;0,26;4;55;48;26,17;Bueno / Ona;19,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;6:00;0,27;0,26;1;34;33;26,33;Bueno / Ona;19,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;5:00;0,25;0,27;1;15;14;26,42;Bueno / Ona;19,75;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;4:00;0,26;0,28;0;9;9;26,5;Bueno / Ona;19,75;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;3:00;0,25;0,31;0;3;3;26,5;Bueno / Ona;19,67;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;2:00;0,26;0,34;0;5;5;26,46;Bueno / Ona;19,63;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
31/3/2021;1:00;0,27;0,36;0;4;4;26,38;Bueno / Ona;19,46;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;24:00:00;0,29;0,37;8;24;12;26,21;Bueno / Ona;19,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;23:00;0,28;0,36;4;15;10;26,17;Bueno / Ona;19,13;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;22:00;0,28;0,35;1;8;7;26,04;Bueno / Ona;19,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;21:00;0,3;0,36;2;13;10;25,83;Bueno / Ona;18,96;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;20:00;0,45;0,35;5;31;24;25,5;Bueno / Ona;18,67;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;19:00;0,44;0,34;5;31;24;24,92;Bueno / Ona;18,46;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;18:00;0,43;0,32;5;29;21;24,46;Bueno / Ona;18,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;17:00;0,36;0,31;1;13;12;24;Bueno / Ona;17,96;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;16:00;0,29;0,31;2;14;12;23,46;Bueno / Ona;17,38;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;15:00;0,28;0,31;1;11;10;22,88;Bueno / Ona;16,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;14:00;0,3;0,31;3;15;10;22,25;Bueno / Ona;16,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;13:00;0,33;0,31;2;12;9;21,75;Bueno / Ona;15,83;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;12:00;0,33;0,3;2;12;9;21,46;Bueno / Ona;15,54;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;11:00;0,33;0,29;3;15;11;21,25;Bueno / Ona;15,46;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;10:00;0,3;0,28;3;16;12;;Sin datos / Daturik gabe;15,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;9:00;0,3;0,27;5;28;21;;Sin datos / Daturik gabe;14,67;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;8:00;0,31;0,27;8;43;31;19,83;Muy bueno / Oso ona;14,54;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;7:00;0,31;0,26;8;47;35;19,58;Muy bueno / Oso ona;14,42;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;6:00;0,28;0,25;3;20;15;19,04;Muy bueno / Oso ona;14,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;5:00;0,26;0,26;2;11;8;18,54;Muy bueno / Oso ona;13,92;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
30/3/2021;4:00;0,25;0,27;1;6;5;18,04;Muy bueno / Oso ona;13,75;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
